tweet,sentiment
con amazonas,NEUTRAL
instalados y listos para el 3er foro de kioscos de amazonas,NEUTRAL
hermoso lugar para disfrutar en amazonas tamarino amazonas gracias dra,POSITIVE
vivir dejar fluir lo que deba ser sea y lo que no pueda partir,NEUTRAL
a m a z o n a s hace más de una semana que contemplo este río durante horas y veo cómo perfora,NEGATIVE
ya casi nos vemos leticia amazonas,NEUTRAL
por supuesto no podía faltar la foto con el delfín rosado,POSITIVE
vengo a lamparear un toque,NEGATIVE
gracias a dios representación del pueblo leticiano como del de,POSITIVE
cotorra cabecinegra cotorra nanday nandayus nenday amazonia en el río caqueta,NEUTRAL
hoy en leticia entregamos vivienda a 200 familias con y,NEUTRAL
en listo para,NEUTRAL
a aprender! soy,NEUTRAL
junto a nuestro concejal verde leder pineda de leticia ya todo listo para recibir a nuestra querida,POSITIVE
los proyectos del amazonas saldrán fortalecidos de,NEUTRAL
punto lounge pastelería bela orgullo regional amazonas,POSITIVE
viajaron a bogotá 2016 propietarias de punto longe y pastelería bella,POSITIVE
el riesgo es que te quieras quedar amazonas,NEGATIVE
amazonas en festival mucho entusiasmo y en bogotá,POSITIVE
desde leticia mensaje de construcción de paz territorial,NEUTRAL
envía un mensaje de esperanza y construcción de paz territorial,POSITIVE
como cuando te la juegas para que lleguen unos buenos patacones amazonas,NEGATIVE
atardecer en la inmensidad del amazonas desde el cielo tabatinga manaus,NEUTRAL
cuando lo que haces sale del corazón la magia sucede! con las tres fronteras,POSITIVE
que buen recibimiento nos han dado al maestro ponchozuleta elcochamolina y a nosotros!,POSITIVE
una duchita en la lluvia en medio de la selva redbullcol,NEUTRAL
trabajar incansablemente por niñ es el compromiso de,POSITIVE
i'm at leticia in leticia departamento del amazonas,NEUTRAL
i'm at aeropuerto internacional alfredo vásquez cobo in leticia amazonas w/ camacho,NEUTRAL
con las tres fronteras brasil peru y colombia,NEUTRAL
llegué al amazonas y sigo sin creerlo,POSITIVE
conviviendo en plena naturaleza con los yagua! con las tres,POSITIVE
niña yagua con las tres fronteras,NEUTRAL
en la puntica de colombia el bello amazonas,POSITIVE
un paso es lo que separa tu zona de confort de tu vida!!my life,POSITIVE
hoy cumplí uno de mis sueños: conocer el amazonas! un contraste entre la,POSITIVE
alistando todo para esta gran aventura jaguarroute amazonas pueden,POSITIVE
i'm at aeropuerto internacional alfredo vásquez cobo in leticia amazonas,NEUTRAL
así termino la noche con este takeo mi gente de leticia y tabatinga brasil colombia me,NEUTRAL
modo desde hoy le daré a el selfie que nos tomemos ️ claro si me,NEUTRAL
llegamos ️ am bra,NEUTRAL
en la selva del,NEUTRAL
guardias indígenas | con las tres fronteras brasil peru y colombia,NEUTRAL
festival por el que reúne diversas causas a favor de la vida exige justicia por desde,NEUTRAL
“ de los grandes conciertos de mi vida y leticia col amazonas > nuestros!,POSITIVE
la construcción de esta cancha de fútbol del en leticia además de equidad y felicidad generará 40 empleos directos,POSITIVE
yujuuuu! te tengo un restaurante delicioso para ir a almorzar la otra semana te parece?,POSITIVE
salud!!!!!,POSITIVE
y saber que ese hombre que se ríe y provoca tantas risas sufre como nosotros por este equipo,NEUTRAL
en este momento en,NEUTRAL
feliz día del amor y la amistad gracias por sus ms y sus buenos deseos,POSITIVE
bueno ese monopolio los diputados como y otros pueden acabarlo,NEGATIVE
brasil colombia en su frontera leticia en pleno amazonas medio barrio es brasil el otro medio es colombia,NEUTRAL
miraa! que cosa mas linda mas llena de gracia es esa muchacha que viene y que pasa,POSITIVE
esto sencillamente es mágico gracias dios por permitirme cumplir uno de mis grandes placeres de mi lista,POSITIVE
bienvenida con la tribu yagua con las tres fronteras brasil peru y colombia,POSITIVE
celebrando en la última esquina de colombia,NEUTRAL
gracias colombia gracias q lágrimas de felicidad gracias pekerman colombia 2,POSITIVE
yo tan yagé y tu tan ley seca :d,NEGATIVE
a alistar la garganta para gritar goooooool,NEUTRAL
uruguay con ayuda de argentina nos dejó fuera de los últimos mundiales hoy la tienen que pagar,MIXED
la felicidad de hacer lo que apasiona juntos,POSITIVE
la belleza y creación del todo amazonas col,POSITIVE
innpulsa en la cámara de comercio de amazonas,NEUTRAL
yo estuve en brasil durante el mundial ️️️️️️️️,NEUTRAL
viendo el mundial desde brasil,NEUTRAL
cuando tu quieres no te quiere nadie cuando no quieres te adoran bastante,MIXED
ya vengo me voy a comer un gol,NEUTRAL
detras de cámaras del video yankee mañana gran estreno mundial,NEUTRAL
empleados humildes de empuamazonas como fontaneros y barrenderos as hace ańos no les pagan salud ni pencion y sus sueldos,NEGATIVE
vamos subir a tag,NEUTRAL
comienza esta aventura,NEUTRAL
si no logro la paz en 4 años de mandato mucho menos lo hara en 8 años definitivamnte hay colombianos muy conformistas,NEGATIVE
feliz viendo al amor de mi vida x caracol internacional :) ya grabé todos los capítulos y los q vienen divina mi caramelito,POSITIVE
“ la naranja m̶e̶c̶á̶n̶i̶c̶a̶ culiona”jajjaajjaja,MIXED
eso que muchos llaman fracaso dios lo llama lección y prueba,NEGATIVE
señores de su servicio en leticia amazonas es una mierda como en todo el país ¡buen día! :),NEGATIVE
con mi compadre en el amazonas fronteras leticia amazonas colombia,NEGATIVE
para comer: tres fronteras y sao jorge,NEUTRAL
río amazonas ️ gracias por la foto,POSITIVE
sobre misscrosty en de los micos,NEUTRAL
me reconozco como indígena y quiero recuperar mi memoria ancestral,POSITIVE
:) conociendo el lugar donde las hojas de papel se ponen húmedas emocionante!,POSITIVE
el voto en blanco es la mejor forma de protesta contra el ramillete de políticos corruptos en nuestro país,NEGATIVE
mojojoi un pequeño gusano con alto contenido proteico un bocado típico q puedes disfrutar en leticia amazonas,NEUTRAL
ohhh nooo lloree con la escena de y erick no te puedeees ir el peru te amaaa♡ no dejes a michi porfis shi!,POSITIVE
ganamoooooooooooooooooooos eres la mejor!!!,POSITIVE
el otro año no la vamos a tener nada facil volver a primera oficial,NEGATIVE
perú colombia brasil una caipiriña que más se puede pedir?? si la compañía d modo felicidad incompleta,NEUTRAL
perdon el link por el articulo sobre pulpo/gelinaz,NEGATIVE
exelente concierto tabatinga brasil mr kr,POSITIVE
pueblo ticuna involucrado en y en,MIXED
i'm at universidade do estado do amazonas uea,NEUTRAL
0 compa este equipo lo veo mal y aun así hay gente que dice esperar el proceso así seguimos derecho pero para la primera c,NEGATIVE
con el cel colgando de una rama como tripode para tomar la foto ! ),POSITIVE
de subida en el km 21 en dirección del km 25 haciendo un toquesito de trocha ! :),NEUTRAL
tareas ¿por qué no se hacen solas? no entienden que tengo un twitter que mantener ah,MIXED
ya en leticia amazonas colombiano y triple frontera con perù y brasil [pic]:,NEUTRAL
llegamos a victoria reina amazonas,NEUTRAL
el amazonas,NEUTRAL
diosa divina►,NEUTRAL
necesito una dosis de felicidad,POSITIVE
salí preocupado pa' la gran ciudad,NEGATIVE
la vida que yo me merezco!!! decalodge ticuna,POSITIVE
revisando proyectos ocad centro sur amazonía,NEUTRAL
pirarucu muqueca bahiana y jugo de araza [pic]:,NEUTRAL
bio observatorio amazónico debe ser una construcción colectiva con los actores locales y regionales,NEUTRAL
discutimos ideas para proyecto bio observatorio amazónico en colombia,NEUTRAL
i'm at aeropuerto internacional alfredo vásquez cobo,NEUTRAL
3:30 p m llueve intensamente en leticia temperatura 30 grados cielo completamente cerrado,NEUTRAL
turistas denuncian que funcionarios de alcaldia de leticia están cobrando impuesto al turismo en el aeropuerto y no están entregando recibos,NEGATIVE
en el pulmón del mundo ),NEUTRAL
desayunando al amanecer! [pic]:,NEUTRAL
tantos magos que tenemos pero que detestan todos el camello,NEGATIVE
estar en esta punta sur de colombia que tanto me gustó pintar en los mapas del colegio,POSITIVE
“ fiscalía adelanta 59 procesos por caso de balas perdidas /estamos perdidos todos,NEGATIVE
colgando jeta esperando el vuelo ),NEGATIVE
desde ya planeando el regreso destino súper recomendado ),POSITIVE
a probar cebiche de pirarucu,NEUTRAL
actividades de integración taller de comunicación secc amazonas amazonas,NEUTRAL
chao amazonas hasta la próxima vez ),MIXED
aterricé ),NEUTRAL
día taller de comunicación secc amazonas roja colombiana seccional amazonas,NEUTRAL
lo q llamamos croquetas de pescado acá en amazonas le dicen chicharrón de piracurú b amazónicas,NEGATIVE
gracia por el producto llego perfectamente,POSITIVE
a esta hora: alumnos del grado 11 de un colegio uitoto en el amazonas le hacen un homenaje a lady gaga,NEUTRAL
es una buena idea venir a las 6 de la mañana para conocer los productos típicos del amazonas ademas de desayunar en,POSITIVE
salgo en una hora para la nevera ) [pic]:,NEUTRAL
y sobrevivimos al vuelo leticia acá me tienes ¡hazme tuya mi amort!,POSITIVE
nos avisan que el aeropuerto de yopal funcionaria por media hora o sea hasta las 11 nos vamos a toda,NEUTRAL
en el amazonas esta: el vivo vive del bobo,NEUTRAL
colombia brasil y perú se unen en frontera amazónica contra el delito terra com co,NEUTRAL
zaray cuáles? ningún súper nivel sinó que como dice el dicho las cuentas claras y el chocolate espeso simplemente fue eso ),NEUTRAL
la canción se llama estoy triste estoy muy muy triste y va de las de así: sooooo sad!!! sale! // plop! xd,NEGATIVE
el tipo del pacman? naah ese era un idiota yo era el otro chica! // o o,NEGATIVE
amazon punto ce a cuál es el sitio para eso? amazon ca ah ok! // o o,MIXED
intentas salir con 2 chicas al tiempo? y quién te lo dijo? wallace! // xddddddddd,MIXED
ahora en una vieja me viene a decir que le gusto y esas cosas plop! este es el más grande que he tenido hoy! xd,POSITIVE
qué asombroso y a la vez incómodo tener una profile picture de kb en mi perfil aunque es hasta el viernes y por una buena causa ),NEGATIVE
hey mi host puede remotear también archivos de dbank perfecto! ),POSITIVE
saben? el traductor de google me ha ayudado bastante! gracias a este me he metido en páginas que no entiendi ni j! xd,POSITIVE
aparece en la página china una compilación de daft punk y no aparece el último álbum que me falta: alive 1997,NEGATIVE
finalmente puedo decir que estoy en leticia y no en tabatinga! xd,NEUTRAL
mierda no puedo creer que mañana es lunes!! =(,NEGATIVE
intentando bajar mi nivel de ortografía como para pasar desapercibido en un channel en justin! xddddd,NEUTRAL
dicen que es buena esperemos a ver qué tal ),POSITIVE
bueno ahora el último álbum que tengo por descargar: scott pilgrim v the world en versión itunes,POSITIVE
alguno de ustedes usa chrome? si sí por qué algunas imágenes de facebook no salen? o o,NEUTRAL
ah es que era con todos los contactos? xddddddd por cierto existe faceplus un plugin de firefox si no estoy mal ),NEUTRAL
dicen que la macbook me llega en dic 15 pero ya no puedo esperar! ya anhelo el día en que dejen de decir sal de ahí voy a usar la pc!!,POSITIVE
saben? cuando uso la pc lo que más me da rabia es cuando me ponen interrupciones de cualquier tipo!!,NEGATIVE
hoy si que tengo harto para descargar! más de 6 videos y 2 álbumes acá eso es mucho! xd,POSITIVE
ahí te explican todo ),NEUTRAL
mira: la cuestión era primero bajar lo que más pesa así aprovechar más no crees? y por cierto qué es 'alac'? xd,NEUTRAL
dijeron los de facebook es una red social no un casting para playboy!! xd,NEUTRAL
y a se le ocurre decir y yo escucho archivos en iplus con micrófonos o sea xdddddddddd,NEGATIVE
por estar jugando tanto le guor o guarcra miren cómo van a terminar!! xddddddd,POSITIVE
no podía mandar tweets con tweetdeck tocó reiniciarlo o o,NEGATIVE
a veces pasa uno quiere expandir sus géneros y bueno julieta venegas no es tan malo como justin bieber o kaliente! xdddddddd,POSITIVE
un programa perfecto para esto es thunderbird,POSITIVE
finalmente la conexión se normalizó y puedo usar tweetdeck quizá porque ya son las 10:32 pm! xd,NEUTRAL
maldita señal de comcel de mierda ¡te ordeno que te arregles ya! xdddddddddd,NEGATIVE
playing god: 3er track de brand new eyes y una excelente canción no he visto el video! xd,POSITIVE
ahora que los beatles salieron por primera vez en la istore todo el mundo vuelve a hablar de ellos o sea wtf?,NEGATIVE
descargué right this second de deadmau5 y por un momento creí que no era iplus pero tiene los tags de compra así que sí xd,MIXED
si estás feliz de que por fin twitter nos incluyera en los trending topics ),POSITIVE
bueno prefiero el here que el tabatinga! xd,POSITIVE
bueno este es un mensaje de prueba! esperemos que la ubicación sea la correcta!,POSITIVE
voy a buscar de nuevo la ubicación a ver si me coge leticia en vez de tabatinga ),NEUTRAL
y por cierto el 2do tt acá habla de comcel esa señal es la porquería más grande que hay y encima los precios más altos del mercado! =x,NEGATIVE
hijueputa!! colombia está en la lista de trending topics thanks a fucking lot twitter!! ),NEUTRAL
and no jusguez a un libro por su portada! xd,NEGATIVE
aunque me dice que estoy al otro lado de la frontera o o,NEUTRAL
wow tweetdeck averiguó mis coordenadas exactas y eso que no tengo gps o o,NEGATIVE
he visto a la más linda llorándole al más feo al más mujeriego rogándole a la más bandida y al rico envidiándole al más pobre,MIXED
spoiler: todos nos vamos a quejar de la nueva funcionalidad en twitter para subir historias pero todos vamos a terminar subiendo,NEGATIVE
nos tomamos un roncito?,NEUTRAL
coreografía san pachera avalada por la oms liderada por el mejor bailarín del planeta tierra ¡del chocó pal resto del mundo!,NEUTRAL
la gente con la que te puedes dejar en visto mutuamente sin que ninguno de los dos se ponga bravo o reclame? mmm chef’s kiss,NEUTRAL
me siento tan hermosa!,POSITIVE
pues entro a las historias a ver que anda haciendo la gente que sigo y por lo menos el 30% de las personas que sigo estan fuera de sus casas “haciendo visita” en verdad estan de farra en casas ajenas,NEGATIVE
jueguemooossss,NEUTRAL
jhay cortez myke towers jamby el favo pusho todos contra bryant myers si tantos te tiran es porque algo no está bien,NEUTRAL
así está el número de casos de coronavirus por departamento llevado a casos por millón de habitantes una comparación más clara de comportamientos y decisiones,NEUTRAL
a lo bien si sale un mundial de atajadas todas las de franco armani clasifican estamos de acuerdo?,NEUTRAL
hermana orgullosa!!,POSITIVE
todavía sabré perrear y twerkear con la manito en el piso?,NEUTRAL
duda seria ese sexenio del infierno ¿lo escribió dante alighieri?,NEUTRAL
imaginen las posibilidades,NEUTRAL
le tengo más miedo a la mala compañía que a la soledad,NEGATIVE
mi hermanito hace rutinas para ejercitarse en instagram y me pidió que lo ayudara a difundirlo no me dejen morir,NEUTRAL
l tenía en total abandono mis amores,NEGATIVE
no soy como el resto quizá peor pero no como ellos,MIXED
si van a romper la cuarentena tengan la decencia de no subir historias ome carenalgas jajajajajajjaja,NEGATIVE
yo: uno en tinder no consigue pero es nada de nada yo en tinder:,NEGATIVE
es momento de cambio,NEUTRAL
oigan a mi abuela yo me tomo las cosas como a mi me de la gana salu2,POSITIVE
andrés cepeda tendrá haters?,NEUTRAL
qué pedo con este signo xd,NEUTRAL
como es de rico cuando tu presencia incómoda a alguien al que le caes muy mal ver sus caras de fastidio sus caras de culo es casi excitante y más cuando se dan cuenta que a uno le vale verga su existencia,MIXED
este es el usuario que me estafó,NEGATIVE
un verdadero uribista no se gana menos de 10 millones de pesos al mes si usted gana menos que eso no es un uribista es otro pobre que no trabaja lo suficiente y que debería darle pena decir que es de derecha,NEGATIVE
foto sin censura al dm,NEUTRAL
cuando estas aburrida y tus amigos te adoptan por una tarde,MIXED
ustedes también sienten que son los únicos maricas que están cumpliendo con la cuarentena?,NEUTRAL
lo que estoy comiendo/ lo que me quiero comer,NEUTRAL
gente ya comencé a hacer las anchetas y los regalos para papá esta vez pueden hacer sus pedidos con más anticipación,NEUTRAL
cuando dios no te habla ¡es porque quiere abrazarte!,MIXED
no la quiero la necesito,NEGATIVE
les voy a contar una historia de terror basada en hechos reales:salí a trotar y se me metió una abeja en el tapabocas fin,NEGATIVE
cuando te piden que te esfuerces un poco y sonrías para la foto,NEGATIVE
periodismo honesto periodismo honesto periodismo honesto periodismo honesto periodismo honesto guerrillero drogadicto pedófilo violador trastornado comunista persona no grata amenaza pública,NEGATIVE
rosycreaycocina te invita a preparar un asado con carne de cerdo en dos tipos de corte su cocción y una alternativa de acompañamiento atrévete a esta alternativa de asado y disfrútalo en la mesa con tus seres queridos y amigos,POSITIVE
mi novia diciéndome “quiero que cuando estemos reunidos me prestes atención ” mi novia :,NEUTRAL
ojalá que la cuarentena no dure muchola cuarentena:,NEGATIVE
quiero esto,POSITIVE
gracias kaito por proteger las tortugas,POSITIVE
jajajaj lo prometido es deuda ggs,POSITIVE
yo todo el día me he hecho la marica ignorando todos los hijueputas trabajos que tengo para está semana,NEGATIVE
que hasta en korea del norte lo tienen analizado,MIXED
llevo 4 horas pasando 49 min de una clase de anatomía,NEUTRAL
«te escribo estas líneas porque las del teléfono siempre están chuzadas »,NEGATIVE
desde el paraíso cubano cuna de la medicina!,NEUTRAL
los atardeceres de santa marta nunca decepcionan,POSITIVE
bien dura que fue esta lucha en contra de las estructuras crimínales en medellín hoy duele ver esto qué pasa realmente? por qué además se ha bajado la intensidad en el combate a estos crimínales? ojalá lo sepamos la que termina sufriendo es la comunidad,NEGATIVE
compartimos el con los datos actualizados a hoy 23 de mayo del 2020 casos nuevos:36casos confirmados:411casos recuperados: 260casos activos:148fallecidos:3total muestras descartadas:18 475,NEUTRAL
preparando mi nuevo logo de twitter xd,NEUTRAL
decepción,NEGATIVE
qué acaban de ver mis ojos,NEUTRAL
armys a winter bear le falta poco para los 40 millones de vistas vayan a ver este lindo video twt,POSITIVE
medellín!,NEUTRAL
se confirman 61 nuevos casos de covid 19 en antioquia siendo este el registro diario más alto en el departamento desde el inicio de la medición habla la epidemióloga de la secretaría seccional de salud marta londoño,NEUTRAL
ahí disculparán por no tener la cuerpaaaaaaaaaaaa la carita // el cuerpo de,NEUTRAL
puerco duque,NEUTRAL
lo bello de la vida!!,POSITIVE
si el no le contesta ud escríbale a otro,NEGATIVE
petro es el vivo ejemplo de q después de la buena vida que ofrece el capitalismo y ser un parásito de estado hasta el terrorista zurdo más asesino y sanguinario de esos que atraviesa fronteras y transporta droga no vuelve al monte es más ni sé aguantan su alma mater cuba,NEGATIVE
quiero ver el primer seguidor de uribe que escriba:estoy feliz porque me van a quitar mis dos primas y mis intereses de cesantías,MIXED
ya podemos salir con nuestras amigas???? por qué nadie me lo dijo debí parecer una imbecil aquí encerrada todavía,NEGATIVE
puedo tuitear que extraño a mi ex que estoy triste ya y después contento que las relaciones largas son muy lindas y que no creo en el amor todo eso en una hora sin sentir que me contradigo y con la única intención de que otras personas encuentren las palabras perfectas,MIXED
con 7 171 pruebas procesadas reporta 1 046 casos nuevos 61 en antioquia este es el mayor número de contagios registrados en un día espere ampliación,NEUTRAL
y cuando ya sea tuya siguela enamorando,POSITIVE
hola chicos para recordarles que ahora pueden comprar mis nudes así que escríbanme un mensaje al interno y organizamos quién sabe quizá se lleven una sorpresita,NEUTRAL
les debo confesar que yo me siento intimidada por las cuentas personales es que siento que son como más serias en cambio las cuentas fandoms somos como locas hablamos pura mierda no sé ‍,NEGATIVE
las subiré a todo lado,NEUTRAL
por cual canal lo transmitirán? por netflix rcn caracol discovery natgeo? noo por whatsapp he aquí opinión de los mismos mamertos,NEUTRAL
vota por el gol de en este tuit y ayúdanos a avanzar en el mundial de tiros libres,NEUTRAL
| en 1981 este equipo salió campeón enfrentando al américa de cali un gran recuerdo de un año glorioso,POSITIVE
me queda difícil entender como dicen que fue lo peor que le paso a colombia maricas si hubieran vivido antes del 2002 sabrían que es un puto héroe y que por eso la guerrila lo odia,NEGATIVE
visitamos la comuna 2 y la comuna 4 haciendo pedagogía de cómo se debe usar el tapabocas y la importancia del distanciamiento social,NEUTRAL
así de tóxica soy,NEGATIVE
cuáles son tu miedos?,NEUTRAL
le dicen a petro pague su vuelo pero aplaudían los vuelos de la primera dama solo para cambiarse un vestido e ir a panaca a una piñata ¡q mierda de sociedad!,NEGATIVE
ya vieron los intereses corrientes de la tarjeta de crédito de bancolombia el abuso es grande,NEUTRAL
contigo siempre lo que con nadie nunca,NEUTRAL
ya viene la serie que rompiera records,NEUTRAL
lo más absurdo que alguien puede hacer !! privar a sus hijos de tener una relación con su padre o madre,NEGATIVE
este es un horno pandebonero necesito socio q tenga un local para trabajar en compañía tengo la fórmula del pandequeso santa rosano y el horno solo medellín y antiuribistas mejor dicho necesito un atenido,NEGATIVE
entonces todo el rollo del matarife es para empezar a justificar los crímenes de las farc?ahora van a decir q fue un ataque justificado el del nogal como el d la escuela d cadetes? q sigue? justificar la violación d niños y niñas y los abortos obligados en los campamentos?,NEGATIVE
un nuevo día,NEUTRAL
reemplazable pero irrepetible,NEGATIVE
para un final hice una línea de postres que representan con sabores y texturas lo que es para mí el camino desde el enamoramiento hasta el desamor ️,POSITIVE
tapa bocas pero no tapa pobrezas fotografia de themba hadebe en johannesburgo sudáfrica para ap,MIXED
me encuentro f/a ofertas al md y acepto cualquier tipo de pruebas,NEUTRAL
hoy tocó con,NEUTRAL
un siglo sin ti de chayanne,MIXED
si te da pereza es porque no amas esa acción donde hay amor hay vitalidad,MIXED
así me tocó hoy,POSITIVE
hice hamburguesa vegetariana con frijoles negros y estaba deliciosa pero lo más importante es que no me morí con la olla a presión,POSITIVE
este soy yo por si quieren perfilarme soy de medellín pediatra y no voy a dejar de expresar mis convicciones hace muchísimos años que no les tengo miedo y a todo el que quiera escucharme le digo el daño que le ha hecho el uribismo y la polarización al país,NEUTRAL
mi lenguaje del amor,POSITIVE
que delicia lo mutuo las ganas el gusto,POSITIVE
nea saben que extraño demasiado? a los porteros diciéndome buenos días cuando llego de rumbear a las 4 am,NEUTRAL
te reto amig,NEUTRAL
¡todo lo que no queremos ser!,MIXED
créanme que hay mucha muchísima gente que nunca había visto a mancuso dar su discurso en el congreso de la república y salir ovacionado incluso hay también muchos que ni siquiera saben quién es mancuso por eso es valioso el aporte de para no olvidar,POSITIVE
cómo me siento cuando me tomo fotos sin camisa,NEGATIVE
la mayoría de las mujeres de fueron utilizadas como esclavas sexuales muchas embarazadas y obligadas a abortar como víctimas tienen derecho a ser oídas a confrontar a sus victimarios y por supuesto a exigir que se imparta justicia,NEGATIVE
si defender a los chicos de xenófobos de comentarios mal intencionados de kpop stan por hacer stream querer crecer como fandom y hacer crecerlos a ellos como artista siempre querer que destaquen como el mejor grupo somos toxicos pues que lo seamos pero a ellos no se les toca,MIXED
hace poco tiempo la jep abrió un expediente para investigar los casos de reclutamiento que ocurrieron entre 1971 y 2016 pero preocupa que las víctimas no tengan el espacio para elevar sus denuncias con total libertad,NEGATIVE
