id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1189876895606804480,1189876895606804480,1572523733000,2019-10-31,07:08:53,-05,256693041,lylyflower2007,Liliana Flórez Ríos,Tikuna Restaurante - Bar,Así me despido de Leticia. 🥰 pic.twitter.com/U3WZPqQ6mr,[],[],['https://pbs.twimg.com/media/EINKuoiWkAAOWYf.jpg'],0,1,8,[],[],https://twitter.com/lylyflower2007/status/1189876895606804480,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '256693041', 'username': 'lylyflower2007'}]",,,,
1187405770054344711,1187405770054344711,1571934571000,2019-10-24,11:29:31,-05,1086020003437182976,letatianosky,Tatiana Solo,Aeropuerto Internacional Alfredo Vásquez Cobo (LET),"Llegó mi mamá!!!
La abuelita de Neriá!!!
#Junglelife
❤️🌳🙊⚡👶🏻 pic.twitter.com/eS5bzTDggC",[],[],['https://pbs.twimg.com/media/EHqDP0vW4AY8j2d.jpg'],10,3,118,['#junglelife'],[],https://twitter.com/letatianosky/status/1187405770054344711,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '1086020003437182976', 'username': 'letatianosky'}]",,,,
1182831294918594560,1182831294918594560,1570843931000,2019-10-11,20:32:11,-05,270180117,elfanfatal,Diego Londoño,"Leticia, Colombia","Mi amigo Juancho, recibiendo su reconocimiento. Merecido y necesario. Gracias Juancho, gracias Los Yetis. Ya nos veremos amigo. en Amazonas - Con Las Tres Fronteras - Brasil, Peru Y Colombia  https://www.instagram.com/p/B3f_QftAtsL/?igshid=8sasmpsow4fc …",[],['https://www.instagram.com/p/B3f_QftAtsL/?igshid=8sasmpsow4fc'],[],0,1,3,[],[],https://twitter.com/Elfanfatal/status/1182831294918594560,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '270180117', 'username': 'Elfanfatal'}]",,,,
1181010610890461185,1181010610890461185,1570409846000,2019-10-06,19:57:26,-05,4863808467,felipezuluagac7,Felipe Zuluaga,"Leticia, Colombia","Y fue allí, con esa mirada que se dió cuenta que éramos el uno para el otro 🤪🥰
⁣
Oigan! Cómo más iba a terminar este viaje si no era con una foto de lo más lindo que viví en el Amazonas? :) En serio es una…  https://www.instagram.com/p/B3TDTgdBeCW/?igshid=wkyb4r836lpz …",[],['https://www.instagram.com/p/B3TDTgdBeCW/?igshid=wkyb4r836lpz'],[],0,2,71,[],[],https://twitter.com/felipezuluagac7/status/1181010610890461185,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '4863808467', 'username': 'felipezuluagac7'}]",,,,
1180550783961579521,1180550783961579521,1570300215000,2019-10-05,13:30:15,-05,1134338851,mrdiegorubio,• Diego Rubio •,"Leticia, Colombia","En nuestro paso por el amazonas fuimos a visitar 'Aldea', una especie de reserva en medio de la selva en el que cuidan y alimentan a los animales en total libertad ❣️🐒🐦🦜🐍🦎 en Amazonas - Con Las Tres Fronteras -…  https://www.instagram.com/p/B3PyMe9A2qP/?igshid=wxqsmezvafot …",[],['https://www.instagram.com/p/B3PyMe9A2qP/?igshid=wxqsmezvafot'],[],0,1,2,[],[],https://twitter.com/MrDiegoRubio/status/1180550783961579521,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '1134338851', 'username': 'MrDiegoRubio'}]",,,,
1180273437031485442,1180273437031485442,1570234090000,2019-10-04,19:08:10,-05,4863808467,felipezuluagac7,Felipe Zuluaga,"Leticia, Colombia","Esto ha sido probablemente de mis experiencias más bonitas en Colombia. Sé y les quiero contar que nuestro país tiene muchísimo para ofrecer! Leticia, Amazonas.. un destino SI O SÍ para conocer. Qué me dicen de mis…  https://www.instagram.com/p/B3N0Eu-hy3x/?igshid=132l0smcecz5k …",[],['https://www.instagram.com/p/B3N0Eu-hy3x/?igshid=132l0smcecz5k'],[],0,1,57,[],[],https://twitter.com/felipezuluagac7/status/1180273437031485442,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '4863808467', 'username': 'felipezuluagac7'}]",,,,
1175886564628533248,1175886564628533248,1569188178000,2019-09-22,16:36:18,-05,1086020003437182976,letatianosky,Tatiana Solo,Hotel Anaconda,"Salchipapa Time ⚡
#Sunday #Junglelife #Summer
🐒🌳👶🎈 pic.twitter.com/jyAtzZeF4p",[],[],['https://pbs.twimg.com/media/EFGWlQKXUAA4hD5.jpg'],3,3,60,"['#sunday', '#junglelife', '#summer']",[],https://twitter.com/letatianosky/status/1175886564628533248,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '1086020003437182976', 'username': 'letatianosky'}]",,,,
1168537237589508096,1168537237589508096,1567435962000,2019-09-02,09:52:42,-05,85511946,alexmatiz,Alex Matiz,"Leticia, Colombia",Yo aqui viendo a @DianAngel01 en día a día 🙂 pic.twitter.com/4Wmm9upT3J,['dianangel01'],[],['https://pbs.twimg.com/media/EDd6T5vXkAAUdbs.jpg'],0,0,13,[],[],https://twitter.com/alexmatiz/status/1168537237589508096,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '85511946', 'username': 'alexmatiz'}, {'user_id': '69659744', 'username': 'DianAngel01'}]",,,,
1161998736614207489,1161998736614207489,1565877062000,2019-08-15,08:51:02,-05,1086020003437182976,letatianosky,Tatiana Solo,Tabatinga Brasil,"Hola amiguetes...
En este momento estoy en tabatinga, #Brasil La verdad solo he comido en tabatinga lo que son ceviches y arroces -Lo que re comendamos -me metí a un lugar lindo,decente y me pedi un pasta de frango sabia al propio vomito.

Cuando vengan, No coman en brasil nunca. pic.twitter.com/YwrrfhgHWl",[],[],['https://pbs.twimg.com/media/ECA_hCMX4AAd1FI.jpg'],8,1,30,['#brasil'],[],https://twitter.com/letatianosky/status/1161998736614207489,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '1086020003437182976', 'username': 'letatianosky'}]",,,,
1135531961307602944,1135531961307602944,1559566891000,2019-06-03,08:01:31,-05,506615453,linvargaso,L. Vargas Ojeda,Parque Santander Leticia,"Esto ha sido lo más mágico... no imaginan♥️😍 tienen que presenciarlo. 

Todos los días a las 5:30pm en el Parque Santander en Leticia, Amazonas, Colombia. pic.twitter.com/KMdm0Zkn4r",[],[],['https://pbs.twimg.com/media/D8I4SMVW4AAcqQ-.jpg'],1,0,10,[],[],https://twitter.com/linvargaso/status/1135531961307602944,False,,0,,"-4.2,-69.94,2.9698832075302897km",,,,,"[{'user_id': '506615453', 'username': 'linvargaso'}]",,,,
1254627982204899329,1254627982204899329,1587961595000,2020-04-26,23:26:35,-05,260351908,azpatica,Zapata,,¿Fui el único que lo leyó con la voz de ella? 😳 pic.twitter.com/AWSdFhzMh0,[],[],"['https://pbs.twimg.com/media/EWlVeBdXYAABRXm.jpg', 'https://pbs.twimg.com/media/EWlVfXyWkAABMbZ.jpg']",1,3,11,[],[],https://twitter.com/azpatica/status/1254627982204899329,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '260351908', 'username': 'azpatica'}]",,,,
1254626701922926592,1254626701922926592,1587961290000,2020-04-26,23:21:30,-05,1164443874812682241,bandidosfrasess,B A N D I D O S,,En la vida te haces fuerte o te joden.,[],[],[],0,86,155,[],[],https://twitter.com/Bandidosfrasess/status/1254626701922926592,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '1164443874812682241', 'username': 'Bandidosfrasess'}]",,,,
1254626576307650561,1254626576307650561,1587961260000,2020-04-26,23:21:00,-05,209915861,paisavlogs,Daniel Patiño,,8 con amor.,[],[],[],69,32,390,[],[],https://twitter.com/PaisaVlogs/status/1254626576307650561,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '209915861', 'username': 'PaisaVlogs'}]",,,,
1254618747991711744,1254618747991711744,1587959393000,2020-04-26,22:49:53,-05,187624772,inefable_1,Patricia.,,"Fuck nudes, send me audios de tu risa y foticos de tu hermosa carita.",[],[],[],1,28,71,[],[],https://twitter.com/Inefable_1/status/1254618747991711744,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '187624772', 'username': 'Inefable_1'}]",,,,
1254613988555489280,1254613988555489280,1587958259000,2020-04-26,22:30:59,-05,859481267691237376,luisago7,Luisa González,,El llanero más sensual del mundo mundial. 😂 pic.twitter.com/Xlnovipi5R,[],[],['https://pbs.twimg.com/media/EWlIvvuWoAEBYvf.jpg'],4,6,19,[],[],https://twitter.com/LuisaGo7/status/1254613988555489280,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '859481267691237376', 'username': 'LuisaGo7'}, {'user_id': '179476039', 'username': 'anyelito_snow'}]",,,,
1254603677513416704,1254603677513416704,1587955800000,2020-04-26,21:50:00,-05,187624772,inefable_1,Patricia.,,La paz mental lo es todo.,[],[],[],2,57,108,[],[],https://twitter.com/Inefable_1/status/1254603677513416704,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '187624772', 'username': 'Inefable_1'}]",,,,
1254601050767704064,1254601050767704064,1587955174000,2020-04-26,21:39:34,-05,214699112,cristiantorol,good morning campers,,Hoy en: cómo encontrar un homosexual pic.twitter.com/7OOjmlOMIN,[],[],[],3,26,173,[],[],https://twitter.com/CristianToroL/status/1254601050767704064,False,,1,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '214699112', 'username': 'CristianToroL'}]",,,,
1254600276704722944,1254600276704722944,1587954989000,2020-04-26,21:36:29,-05,959601549822578692,currumeomd,𝕯𝖗 𝕮𝖚𝖗𝖗𝖚𝖒𝖊𝖔🦎,,Precuarentena// Poscuarentena pic.twitter.com/zXmUyjdo2U,[],[],[],9,20,109,[],[],https://twitter.com/CurrumeoMD/status/1254600276704722944,False,,1,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '959601549822578692', 'username': 'CurrumeoMD'}]",,,,
1254597296190349321,1254597296190349321,1587954279000,2020-04-26,21:24:39,-05,187624772,inefable_1,Patricia.,,Normalicen responder los mensajes dos dias después sin que se enojen.,[],[],[],0,25,64,[],[],https://twitter.com/Inefable_1/status/1254597296190349321,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '187624772', 'username': 'Inefable_1'}]",,,,
1254596125383970818,1254596125383970818,1587954000000,2020-04-26,21:20:00,-05,209915861,paisavlogs,Daniel Patiño,,"Si alguien te dice que te quiere, que te diga para que ¿no?",[],[],[],66,259,1532,[],[],https://twitter.com/PaisaVlogs/status/1254596125383970818,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '209915861', 'username': 'PaisaVlogs'}]",,,,
1254591195705212930,1254591195705212930,1587952824000,2020-04-26,21:00:24,-05,777001545955180546,siendoluz25,Siendo Luz,,"Dios conoce el anhelo de tu corazón, él sabe tu necesidad y obrará en ti conforme a su perfecta voluntad.",[],[],[],23,206,804,[],[],https://twitter.com/SiendoLuz25/status/1254591195705212930,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '777001545955180546', 'username': 'SiendoLuz25'}]",,,,
1254590404265152512,1254590404265152512,1587952636000,2020-04-26,20:57:16,-05,157786542,sin_ingenio,Juan,,Expectativa // Realidad. pic.twitter.com/ZYLQhhgZ5F,[],[],"['https://pbs.twimg.com/media/EWkzUJzXgAA8XzK.jpg', 'https://pbs.twimg.com/media/EWkzUipXkAAYUiW.jpg']",0,12,45,[],[],https://twitter.com/Sin_ingenio/status/1254590404265152512,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '157786542', 'username': 'Sin_ingenio'}]",,,,
1254589282553147392,1254589282553147392,1587952368000,2020-04-26,20:52:48,-05,31363847,aguedavillag,Águeda Villa,,Información importante. pic.twitter.com/4YE6elHOnU,[],[],['https://pbs.twimg.com/media/EWkyTCzWsAIsy29.jpg'],1,3,13,[],[],https://twitter.com/aguedavillag/status/1254589282553147392,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '31363847', 'username': 'aguedavillag'}]",,,,
1254588453561552896,1254588453561552896,1587952171000,2020-04-26,20:49:31,-05,1164443874812682241,bandidosfrasess,B A N D I D O S,,No me vas a encontrar en nadie...,[],[],[],0,380,607,[],[],https://twitter.com/Bandidosfrasess/status/1254588453561552896,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '1164443874812682241', 'username': 'Bandidosfrasess'}]",,,,
1254587203633758208,1254587203633758208,1587951873000,2020-04-26,20:44:33,-05,225448371,josefernandoee,José Fernando Escobar E.,,🚨En Itagüí aclaramos varios puntos sobre las medidas en esta tercera etapa del Aislamiento Preventivo Obligatorio. Les comparto este Top 20. Abro hilo... pic.twitter.com/bv8qCR9AcD,[],[],['https://pbs.twimg.com/media/EWkwaKQWAAI5zS9.jpg'],3,14,38,[],[],https://twitter.com/josefernandoee/status/1254587203633758208,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '225448371', 'username': 'josefernandoee'}, {'user_id': '60619634', 'username': 'Teleantioquia'}, {'user_id': '44186827', 'username': 'Telemedellin'}, {'user_id': '64419705', 'username': 'elcolombiano'}, {'user_id': '584895064', 'username': 'QHuboMedallo'}, {'user_id': '37758638', 'username': 'anibalgaviria'}, {'user_id': '145774770', 'username': 'GobAntioquia'}, {'user_id': '4837200095', 'username': 'ItaguiHoy'}, {'user_id': '85908523', 'username': 'ADNMedellin'}, {'user_id': '19236074', 'username': 'CaracolRadio'}, {'user_id': '607563539', 'username': 'RCN990Medellin'}]",,,,
1254585107446468609,1254585107446468609,1587951373000,2020-04-26,20:36:13,-05,620221786,estefayepesc,Estefierrito,,JUEPUTA KIMBERLY Y JUAN DE DIOS TERMINARON,[],[],[],29,20,634,[],[],https://twitter.com/Estefayepesc/status/1254585107446468609,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '620221786', 'username': 'Estefayepesc'}]",,,,
1254580408521502722,1254580408521502722,1587950253000,2020-04-26,20:17:33,-05,77875062,genteconvos,PensandoEnAntioquia,"Medellín, Colombia",Ayyyyy........Dios!!! pic.twitter.com/ZY3NE28Oud,[],[],[],14,36,88,[],[],https://twitter.com/genteconvos/status/1254580408521502722,False,,1,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '77875062', 'username': 'genteconvos'}]",,,,
1254576622860218369,1254576622860218369,1587949350000,2020-04-26,20:02:30,-05,326920504,rabodeajip,Pascual Gaviria,,"Domingo 26 de abril. Al fin dimos el salto esperado durante un mes largo, hoy se reportaron resultados de 6053 pruebas. Dije hace poco que el jueves llegaban reactivos y podíamos crecer. El brinco se dio antes de lo esperado.  Me dicen que pronto 8.000 y en 15 días los 10.000",[],[],[],62,331,1210,[],[],https://twitter.com/rabodeajip/status/1254576622860218369,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '326920504', 'username': 'rabodeajip'}]",,,,
1254575577928957954,1254575577928957954,1587949101000,2020-04-26,19:58:21,-05,77875062,genteconvos,PensandoEnAntioquia,"Medellín, Colombia",Llegan Mensajes! pic.twitter.com/ggFLYZHuy2,[],[],['https://pbs.twimg.com/media/EWkl1W2WkAAWl0u.jpg'],4,19,51,[],[],https://twitter.com/genteconvos/status/1254575577928957954,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '77875062', 'username': 'genteconvos'}]",,,,
1254575139607502849,1254575139607502849,1587948996000,2020-04-26,19:56:36,-05,187624772,inefable_1,Patricia.,,"Bañarse con alguien o dormir con alguien es más íntimo que el sexo, pero no están preparados para esto.",[],[],[],1,48,153,[],[],https://twitter.com/Inefable_1/status/1254575139607502849,False,,0,,"6.27,-75.6,17.886600084578436km",,,,,"[{'user_id': '187624772', 'username': 'Inefable_1'}]",,,,
1249073471956664321,1249073471956664321,1586637297000,2020-04-11,15:34:57,-05,3387731788,ejercito_div8,Brigadier General Jairo Alejandro Fuentes Sandoval,Arauca,"#EsNoticia | Ofensiva del @COL_EJERCITO @FuerzaAereaCol @PoliciaColombia en #Casanare permitió la neutralización de un cabecilla y tres personas más, junto con la incautación de diferente material de guerra e intendencia. https://www.pscp.tv/w/cWDH4zFNV0t3TW5BcU9ORWJ8MWdxeHZFcEFBcGxKQtfMNHgPA1w3Pw5agQzRuaQod2styLliGGn_w3uLQffH …","['col_ejercito', 'fuerzaaereacol', 'policiacolombia']",['https://www.pscp.tv/w/cWDH4zFNV0t3TW5BcU9ORWJ8MWdxeHZFcEFBcGxKQtfMNHgPA1w3Pw5agQzRuaQod2styLliGGn_w3uLQffH'],[],6,46,104,"['#esnoticia', '#casanare']",[],https://twitter.com/Ejercito_Div8/status/1249073471956664321,False,,0,,"7.08,-70.74,5.101821442834139km",,,,,"[{'user_id': '3387731788', 'username': 'Ejercito_Div8'}, {'user_id': '126672796', 'username': 'COL_EJERCITO'}, {'user_id': '259905646', 'username': 'FuerzaAereaCol'}, {'user_id': '69432342', 'username': 'PoliciaColombia'}]",,,,
1246562886438342657,1246562886438342657,1586038726000,2020-04-04,17:18:46,-05,712460293255929857,csantamarianiet,Carlos Santamaría N,Puente Internacional José Antonio Paez,"Todo mi reconocimiento y apoyo para nuestra fuerza pública, ellos le ponen a diario el pecho a esta situación para garantizarnos un aislamiento preventivo seguro
#UnAplausoParaNuestrosHéroes
#QuédateEnCasa pic.twitter.com/UG6F58W6Gz",[],[],['https://pbs.twimg.com/media/EUyuVaoWkAIznPk.jpg'],0,3,9,"['#unaplausoparanuestroshéroes', '#quédateencasa']",[],https://twitter.com/csantamarianiet/status/1246562886438342657,False,,0,,"7.08,-70.74,5.101821442834139km",,,,,"[{'user_id': '712460293255929857', 'username': 'csantamarianiet'}]",,,,
1245494376597463040,1245494376597463040,1585783974000,2020-04-01,18:32:54,-05,712460293255929857,csantamarianiet,Carlos Santamaría N,Puente Internacional José Antonio Paez,"Desde la Gerencia de Fronteras acompañamos al alcalde de Arauca @EdgarFTovar, en una labor de control fluvial de la frontera colombo-venezolana. Nuestra Fuerza Pública está haciendo una labor titánica de soberanía Nal @mindefensa @CancilleriaCol @infopresidencia @felipemgomez8 pic.twitter.com/66mYYwDlXK","['edgarftovar', 'mindefensa', 'cancilleriacol', 'infopresidencia', 'felipemgomez8']",[],[],0,0,15,[],[],https://twitter.com/csantamarianiet/status/1245494376597463040,False,,1,,"7.08,-70.74,5.101821442834139km",,,,,"[{'user_id': '712460293255929857', 'username': 'csantamarianiet'}, {'user_id': '1148625376152817664', 'username': 'EdgarFTovar'}, {'user_id': '131596061', 'username': 'mindefensa'}, {'user_id': '262398126', 'username': 'CancilleriaCol'}, {'user_id': '312887235', 'username': 'infopresidencia'}, {'user_id': '712196187', 'username': 'felipemgomez8'}]",,,,
1241804779262705666,1241804779262705666,1584904305000,2020-03-22,14:11:45,-05,72370003,miguematus,Miguel Matus,Arauca,"#ARAUCA GRACIAS a los miles de soldados de nuestro @COL_EJERCITO, a su  @COMANDANTE_EJC Grl Zapateiro, a los generales Cardozo @Ejercito_Div8 y Traslaviña. Al igual que profesionales de la salud, estos uniformados están arriesgando su vida para protegernos. ¡DIOS LOS BENDIGA! pic.twitter.com/kFjfyU70vZ","['col_ejercito', 'comandante_ejc', 'ejercito_div8']",[],[],0,1,9,['#arauca'],[],https://twitter.com/MigueMatus/status/1241804779262705666,False,,1,,"7.08,-70.74,5.101821442834139km",,,,,"[{'user_id': '72370003', 'username': 'MigueMatus'}, {'user_id': '126672796', 'username': 'COL_EJERCITO'}, {'user_id': '1667809860', 'username': 'COMANDANTE_EJC'}, {'user_id': '3387731788', 'username': 'Ejercito_Div8'}]",,,,
1238641010235801602,1238641010235801602,1584150004000,2020-03-13,20:40:04,-05,2891247068,torradohector,Caut Iberio,Puente Internacional José Antonio Paez,Gracias por llenarme de alegría pic.twitter.com/gksVfNVMeh,[],[],['https://pbs.twimg.com/media/ETCJatKXYAELyt5.jpg'],0,0,3,[],[],https://twitter.com/TorradoHector/status/1238641010235801602,False,,0,,"7.08,-70.74,5.101821442834139km",,,,,"[{'user_id': '2891247068', 'username': 'TorradoHector'}]",,,,
1217473650091286530,1217473650091286530,1579103312000,2020-01-15,10:48:32,-05,138593508,hkikealvarez,Kike Álvarez,"Arauca, Colombia","No sé que será pero “gomelo” sin ser el súper perro , su nobleza ha hecho que para mí sí lo sea! #mejoramigo #MundoAnimalÚH #gomeloesunbcan pic.twitter.com/5MvbLcENsb",[],[],['https://pbs.twimg.com/media/EOVV0t2XUAMvyx-.jpg'],0,0,2,"['#mejoramigo', '#mundoanimalúh', '#gomeloesunbcan']",[],https://twitter.com/hkikealvarez/status/1217473650091286530,False,,0,,"7.08,-70.74,5.101821442834139km",,,,,"[{'user_id': '138593508', 'username': 'hkikealvarez'}]",,,,
